"race","income","icon","gender","familyType","education"
"white","inc78",0,"man","Couple","BA"
"black","inc78",0,"man","Couple","BA"
"latino","inc78",0,"man","Couple","BA"
"other","inc78",0,"man","Couple","BA"
"white","inc78",0,"woman","Couple","BA"
"black","inc78",0,"woman","Couple","BA"
"latino","inc78",0,"woman","Couple","BA"
"other","inc78",0,"woman","Couple","BA"
"white","inc78",0,"man","single","grad"
"black","inc78",0,"man","single","grad"
"latino","inc78",0,"man","single","grad"
"other","inc78",0,"man","single","grad"
"white","inc78",0,"woman","single","grad"
"black","inc78",0,"woman","single","grad"
"latino","inc78",0,"woman","single","grad"
"other","inc78",0,"woman","single","grad"
"white","inc78",0,"man","singlewithDependent","grad"
"black","inc78",0,"man","singlewithDependent","grad"
"latino","inc78",0,"man","singlewithDependent","grad"
"other","inc78",0,"man","singlewithDependent","grad"
"white","inc78",0,"woman","singlewithDependent","grad"
"black","inc78",0,"woman","singlewithDependent","grad"
"latino","inc78",0,"woman","singlewithDependent","grad"
"other","inc78",0,"woman","singlewithDependent","grad"
"white","inc78",0,"man","Couple","grad"
"black","inc78",0,"man","Couple","grad"
"latino","inc78",0,"man","Couple","grad"
"other","inc78",0,"man","Couple","grad"
"white","inc78",0,"woman","Couple","grad"
"black","inc78",0,"woman","Couple","grad"
"latino","inc78",0,"woman","Couple","grad"
"other","inc78",0,"woman","Couple","grad"
"white","inc89",0,"man","single","noHS"
"black","inc89",0,"man","single","noHS"
"latino","inc89",0,"man","single","noHS"
"other","inc89",0,"man","single","noHS"
"white","inc89",0,"woman","single","noHS"
"black","inc89",0,"woman","single","noHS"
"latino","inc89",0,"woman","single","noHS"
"other","inc89",0,"woman","single","noHS"
"white","inc89",0,"man","singlewithDependent","noHS"
"black","inc89",0,"man","singlewithDependent","noHS"
"latino","inc89",0,"man","singlewithDependent","noHS"
"other","inc89",0,"man","singlewithDependent","noHS"
"white","inc89",0,"woman","singlewithDependent","noHS"
"black","inc89",0,"woman","singlewithDependent","noHS"
"latino","inc89",0,"woman","singlewithDependent","noHS"
"other","inc89",0,"woman","singlewithDependent","noHS"
"white","inc89",0,"man","Couple","noHS"
"black","inc89",0,"man","Couple","noHS"
"latino","inc89",0,"man","Couple","noHS"
"other","inc89",0,"man","Couple","noHS"
"white","inc89",0,"woman","Couple","noHS"
"black","inc89",0,"woman","Couple","noHS"
"latino","inc89",0,"woman","Couple","noHS"
"other","inc89",0,"woman","Couple","noHS"
"white","inc89",0,"man","single","HS"
"black","inc89",0,"man","single","HS"
"latino","inc89",0,"man","single","HS"
"other","inc89",0,"man","single","HS"
"white","inc89",0,"woman","single","HS"
"black","inc89",0,"woman","single","HS"
"latino","inc89",0,"woman","single","HS"
"other","inc89",0,"woman","single","HS"
"white","inc89",0,"man","singlewithDependent","HS"
"black","inc89",0,"man","singlewithDependent","HS"
"latino","inc89",0,"man","singlewithDependent","HS"
"other","inc89",0,"man","singlewithDependent","HS"
"white","inc89",0,"woman","singlewithDependent","HS"
"black","inc89",0,"woman","singlewithDependent","HS"
"latino","inc89",0,"woman","singlewithDependent","HS"
"other","inc89",0,"woman","singlewithDependent","HS"
"white","inc89",0,"man","Couple","HS"
"black","inc89",0,"man","Couple","HS"
"latino","inc89",0,"man","Couple","HS"
"other","inc89",0,"man","Couple","HS"
"white","inc89",0,"woman","Couple","HS"
"black","inc89",0,"woman","Couple","HS"
"latino","inc89",0,"woman","Couple","HS"
"other","inc89",0,"woman","Couple","HS"
"white","inc89",0,"man","single","someCollege"
"black","inc89",0,"man","single","someCollege"
"latino","inc89",0,"man","single","someCollege"
"other","inc89",0,"man","single","someCollege"
"white","inc89",0,"woman","single","someCollege"
"black","inc89",0,"woman","single","someCollege"
"latino","inc89",0,"woman","single","someCollege"
"other","inc89",0,"woman","single","someCollege"
"white","inc89",0,"man","singlewithDependent","someCollege"
"black","inc89",0,"man","singlewithDependent","someCollege"
"latino","inc89",0,"man","singlewithDependent","someCollege"
"other","inc89",0,"man","singlewithDependent","someCollege"
"white","inc89",0,"woman","singlewithDependent","someCollege"
"black","inc89",0,"woman","singlewithDependent","someCollege"
"latino","inc89",0,"woman","singlewithDependent","someCollege"
"other","inc89",0,"woman","singlewithDependent","someCollege"
"white","inc89",0,"man","Couple","someCollege"
"black","inc89",0,"man","Couple","someCollege"
"latino","inc89",0,"man","Couple","someCollege"
"other","inc89",0,"man","Couple","someCollege"
"white","inc89",1,"woman","Couple","someCollege"
"black","inc89",0,"woman","Couple","someCollege"
"latino","inc89",0,"woman","Couple","someCollege"
"other","inc89",0,"woman","Couple","someCollege"
"white","inc89",0,"man","single","BA"
"black","inc89",0,"man","single","BA"
"latino","inc89",0,"man","single","BA"
"other","inc89",0,"man","single","BA"
"white","inc89",0,"woman","single","BA"
"black","inc89",0,"woman","single","BA"
"latino","inc89",0,"woman","single","BA"
"other","inc89",0,"woman","single","BA"
"white","inc89",0,"man","singlewithDependent","BA"
"black","inc89",0,"man","singlewithDependent","BA"
"latino","inc89",0,"man","singlewithDependent","BA"
"other","inc89",0,"man","singlewithDependent","BA"
"white","inc89",0,"woman","singlewithDependent","BA"
"black","inc89",0,"woman","singlewithDependent","BA"
"latino","inc89",0,"woman","singlewithDependent","BA"
"other","inc89",0,"woman","singlewithDependent","BA"
"white","inc89",1,"man","Couple","BA"
"black","inc89",0,"man","Couple","BA"
"latino","inc89",0,"man","Couple","BA"
"other","inc89",0,"man","Couple","BA"
"white","inc89",0,"woman","Couple","BA"
"black","inc89",0,"woman","Couple","BA"
"latino","inc89",0,"woman","Couple","BA"
"other","inc89",0,"woman","Couple","BA"
"white","inc89",0,"man","single","grad"
"black","inc89",0,"man","single","grad"
"latino","inc89",0,"man","single","grad"
"other","inc89",0,"man","single","grad"
"white","inc89",0,"woman","single","grad"
"black","inc89",0,"woman","single","grad"
"latino","inc89",0,"woman","single","grad"
"other","inc89",0,"woman","single","grad"
"white","inc89",0,"man","singlewithDependent","grad"
"black","inc89",0,"man","singlewithDependent","grad"
"latino","inc89",0,"man","singlewithDependent","grad"
"other","inc89",0,"man","singlewithDependent","grad"
"white","inc89",0,"woman","singlewithDependent","grad"
"black","inc89",0,"woman","singlewithDependent","grad"
"latino","inc89",0,"woman","singlewithDependent","grad"
"other","inc89",0,"woman","singlewithDependent","grad"
"white","inc89",0,"man","Couple","grad"
"black","inc89",0,"man","Couple","grad"
"latino","inc89",0,"man","Couple","grad"
"other","inc89",0,"man","Couple","grad"
"white","inc89",0,"woman","Couple","grad"
"black","inc89",0,"woman","Couple","grad"
"latino","inc89",0,"woman","Couple","grad"
"other","inc89",0,"woman","Couple","grad"
"white","inc900",0,"man","single","noHS"
"black","inc900",0,"man","single","noHS"
"latino","inc900",0,"man","single","noHS"
"other","inc900",0,"man","single","noHS"
"white","inc900",0,"woman","single","noHS"
"black","inc900",0,"woman","single","noHS"
"latino","inc900",0,"woman","single","noHS"
"other","inc900",0,"woman","single","noHS"
"white","inc900",0,"man","singlewithDependent","noHS"
"black","inc900",0,"man","singlewithDependent","noHS"
"latino","inc900",0,"man","singlewithDependent","noHS"
"other","inc900",0,"man","singlewithDependent","noHS"
"white","inc900",0,"woman","singlewithDependent","noHS"
"black","inc900",0,"woman","singlewithDependent","noHS"
"latino","inc900",0,"woman","singlewithDependent","noHS"
"other","inc900",0,"woman","singlewithDependent","noHS"
"white","inc900",0,"man","Couple","noHS"
"black","inc900",0,"man","Couple","noHS"
"latino","inc900",0,"man","Couple","noHS"
"other","inc900",0,"man","Couple","noHS"
"white","inc900",0,"woman","Couple","noHS"
"black","inc900",0,"woman","Couple","noHS"
"latino","inc900",0,"woman","Couple","noHS"
"other","inc900",0,"woman","Couple","noHS"
"white","inc900",0,"man","single","HS"
"black","inc900",0,"man","single","HS"
"latino","inc900",0,"man","single","HS"
"other","inc900",0,"man","single","HS"
"white","inc900",0,"woman","single","HS"
"black","inc900",0,"woman","single","HS"
"latino","inc900",0,"woman","single","HS"
"other","inc900",0,"woman","single","HS"
"white","inc900",0,"man","singlewithDependent","HS"
"black","inc900",0,"man","singlewithDependent","HS"
"latino","inc900",0,"man","singlewithDependent","HS"
"other","inc900",0,"man","singlewithDependent","HS"
"white","inc900",0,"woman","singlewithDependent","HS"
"black","inc900",0,"woman","singlewithDependent","HS"
"latino","inc900",0,"woman","singlewithDependent","HS"
"other","inc900",0,"woman","singlewithDependent","HS"
"white","inc900",0,"man","Couple","HS"
"black","inc900",0,"man","Couple","HS"
"latino","inc900",0,"man","Couple","HS"
"other","inc900",0,"man","Couple","HS"
"white","inc900",0,"woman","Couple","HS"
"black","inc900",0,"woman","Couple","HS"
"latino","inc900",0,"woman","Couple","HS"
"other","inc900",0,"woman","Couple","HS"
"white","inc900",0,"man","single","someCollege"
"black","inc900",0,"man","single","someCollege"
"latino","inc900",0,"man","single","someCollege"
"other","inc900",0,"man","single","someCollege"
"white","inc900",0,"woman","single","someCollege"
"black","inc900",0,"woman","single","someCollege"
"latino","inc900",0,"woman","single","someCollege"
"other","inc900",0,"woman","single","someCollege"
"white","inc900",0,"man","singlewithDependent","someCollege"
"black","inc900",0,"man","singlewithDependent","someCollege"
"latino","inc900",0,"man","singlewithDependent","someCollege"
"other","inc900",0,"man","singlewithDependent","someCollege"
"white","inc900",0,"woman","singlewithDependent","someCollege"
"black","inc900",0,"woman","singlewithDependent","someCollege"
"latino","inc900",0,"woman","singlewithDependent","someCollege"
"other","inc900",0,"woman","singlewithDependent","someCollege"
"white","inc900",0,"man","Couple","someCollege"
"black","inc900",0,"man","Couple","someCollege"
"latino","inc900",0,"man","Couple","someCollege"
"other","inc900",0,"man","Couple","someCollege"
"white","inc900",0,"woman","Couple","someCollege"
"black","inc900",0,"woman","Couple","someCollege"
"latino","inc900",0,"woman","Couple","someCollege"
"other","inc900",0,"woman","Couple","someCollege"
"white","inc900",0,"man","single","BA"
"black","inc900",0,"man","single","BA"
"latino","inc900",0,"man","single","BA"
"other","inc900",0,"man","single","BA"
"white","inc900",0,"woman","single","BA"
"black","inc900",0,"woman","single","BA"
"latino","inc900",0,"woman","single","BA"
"other","inc900",0,"woman","single","BA"
"white","inc900",0,"man","singlewithDependent","BA"
"black","inc900",0,"man","singlewithDependent","BA"
"latino","inc900",0,"man","singlewithDependent","BA"
"other","inc900",0,"man","singlewithDependent","BA"
"white","inc900",0,"woman","singlewithDependent","BA"
"black","inc900",0,"woman","singlewithDependent","BA"
"latino","inc900",0,"woman","singlewithDependent","BA"
"other","inc900",0,"woman","singlewithDependent","BA"
"white","inc900",0,"man","Couple","BA"
"black","inc900",0,"man","Couple","BA"
"latino","inc900",0,"man","Couple","BA"
"other","inc900",0,"man","Couple","BA"
"white","inc900",0,"woman","Couple","BA"
"black","inc900",0,"woman","Couple","BA"
"latino","inc900",0,"woman","Couple","BA"
"other","inc900",0,"woman","Couple","BA"
"white","inc900",0,"man","single","grad"
"black","inc900",0,"man","single","grad"
"latino","inc900",0,"man","single","grad"
"other","inc900",0,"man","single","grad"
"white","inc900",0,"woman","single","grad"
"black","inc900",0,"woman","single","grad"
"latino","inc900",0,"woman","single","grad"
"other","inc900",0,"woman","single","grad"
"white","inc900",0,"man","singlewithDependent","grad"
"black","inc900",0,"man","singlewithDependent","grad"
"latino","inc900",0,"man","singlewithDependent","grad"
"other","inc900",0,"man","singlewithDependent","grad"
"white","inc900",0,"woman","singlewithDependent","grad"
"black","inc900",0,"woman","singlewithDependent","grad"
"latino","inc900",0,"woman","singlewithDependent","grad"
"other","inc900",0,"woman","singlewithDependent","grad"
"white","inc900",1,"man","Couple","grad"
"black","inc900",0,"man","Couple","grad"
"latino","inc900",0,"man","Couple","grad"
"other","inc900",0,"man","Couple","grad"
"white","inc900",1,"woman","Couple","grad"
"black","inc900",0,"woman","Couple","grad"
"latino","inc900",0,"woman","Couple","grad"
"other","inc900",0,"woman","Couple","grad"
